Date,EURUSD_Close,GBPUSD_Close
2020-04-01,1.102657437324524,1.2408487796783447
2020-04-02,1.0953621864318848,1.238236665725708
2020-04-03,1.0847399234771729,1.2394952774047852
2020-04-06,1.0806955099105835,1.2220158576965332
2020-04-07,1.0803803205490112,1.2240501642227173
2020-04-08,1.0895144939422607,1.2338672876358032
2020-04-09,1.0863661766052246,1.23931086063385
2020-04-10,1.0927408933639526,1.2454850673675537
2020-04-13,1.0932666063308716,1.2461059093475342
2020-04-14,1.0922993421554563,1.2523951530456543
2020-04-15,1.098538875579834,1.26262629032135
2020-04-16,1.0905101299285889,1.252097249031067
2020-04-17,1.0858471393585205,1.2487823963165283
2020-04-20,1.0866966247558594,1.248751163482666
2020-04-21,1.0864840745925903,1.2442762851715088
2020-04-22,1.0856467485427856,1.22986102104187
2020-04-23,1.080964207649231,1.232392191886902
2020-04-24,1.077702283859253,1.235223650932312
2020-04-27,1.08236825466156,1.2366595268249512
2020-04-28,1.0824854373931885,1.2422668933868408
2020-04-29,1.0836584568023682,1.2435646057128906
2020-04-30,1.087725043296814,1.2471472024917605
2020-05-01,1.094546914100647,1.2581465244293213
2020-05-04,1.0959625244140625,1.2454230785369873
2020-05-05,1.0904293060302734,1.244555115699768
2020-05-06,1.0838581323623655,1.244420289993286
2020-05-07,1.0798553228378296,1.232559323310852
2020-05-08,1.0837171077728271,1.237593173980713
2020-05-11,1.0839520692825315,1.2417423725128174
2020-05-12,1.080940842628479,1.2333498001098633
2020-05-13,1.0846810340881348,1.2254902124404907
2020-05-14,1.08236825466156,1.224155068397522
2020-05-15,1.0806955099105835,1.22339129447937
2020-05-18,1.0821340084075928,1.2085760831832886
2020-05-19,1.0915124416351318,1.2200031280517578
2020-05-20,1.0927767753601074,1.2255953550338743
2020-05-21,1.0982975959777832,1.223690629005432
2020-05-22,1.0952903032302856,1.2223445177078247
2020-05-25,1.0907801389694214,1.218605637550354
2020-05-26,1.0902997255325315,1.220137119293213
2020-05-27,1.0981770753860474,1.23350191116333
2020-05-28,1.1016855239868164,1.2264822721481323
2020-05-29,1.1079105138778689,1.2321492433547974
2020-06-01,1.1118524074554443,1.23479962348938
2020-06-02,1.1125946044921875,1.248704433441162
2020-06-03,1.118943691253662,1.2581465244293213
2020-06-04,1.1235954761505127,1.2575136423110962
2020-06-05,1.1337867975234983,1.2609069347381592
2020-06-08,1.1319515705108645,1.2725722789764404
2020-06-09,1.1305567026138306,1.2735283374786377
2020-06-10,1.1332215070724487,1.2711325883865356
2020-06-11,1.1365444660186768,1.2710679769515991
2020-06-12,1.1288082599639893,1.257703423500061
2020-06-15,1.1252011060714722,1.2508755922317505
2020-06-16,1.1337740421295166,1.2637752294540403
2020-06-17,1.1265701055526731,1.258510708808899
2020-06-18,1.1242902278900146,1.2552721500396729
2020-06-19,1.1211000680923462,1.2426837682724
2020-06-22,1.1177555322647097,1.234811782836914
2020-06-23,1.1279679536819458,1.250156283378601
2020-06-24,1.1312345266342163,1.2524893283843994
2020-06-25,1.1250872611999512,1.2412954568862915
2020-06-26,1.1222084760665894,1.2425447702407837
2020-06-29,1.1225864887237549,1.234217405319214
2020-06-30,1.1247202157974243,1.2310571670532229
2020-07-01,1.1235954761505127,1.238927125930786
2020-07-02,1.1251378059387207,1.2464786767959597
2020-07-03,1.1237848997116089,1.2466403245925903
2020-07-06,1.1247202157974243,1.247551679611206
2020-07-07,1.1312856674194336,1.249547004699707
2020-07-08,1.1275228261947632,1.2542802095413208
2020-07-09,1.1339154243469238,1.2613521814346311
2020-07-10,1.128795504570007,1.2605094909667969
2020-07-13,1.1310042142868042,1.2627506256103516
2020-07-14,1.134549617767334,1.255177617073059
2020-07-15,1.1410704851150513,1.25692880153656
2020-07-16,1.1417193412780762,1.2591001987457275
2020-07-17,1.139211654663086,1.255950093269348
2020-07-20,1.1442956924438477,1.2571184635162354
2020-07-21,1.1458691358566284,1.266175389289856
2020-07-22,1.15340256690979,1.273074507713318
2020-07-23,1.1568717956542969,1.2729934453964231
2020-07-24,1.1596084833145142,1.273074507713318
2020-07-27,1.1652567386627195,1.2795906066894531
2020-07-28,1.1769275665283203,1.2889753580093384
2020-07-29,1.171879529953003,1.292373776435852
2020-07-30,1.1782865524291992,1.298246145248413
2020-07-31,1.1872254610061646,1.311785101890564
2020-08-03,1.1782310009002686,1.3101695775985718
2020-08-04,1.1763322353363037,1.3078734874725342
2020-08-05,1.181544303894043,1.3086093664169312
2020-08-06,1.187281847000122,1.31268048286438
2020-08-07,1.1876484155654907,1.3138015270233154
2020-08-10,1.178272724151611,1.3052273988723757
2020-08-11,1.1737778186798096,1.3077194690704346
2020-08-12,1.1736538410186768,1.3050740957260132
2020-08-13,1.179380178451538,1.3048017024993896
2020-08-14,1.1816558837890625,1.3070528507232666
2020-08-17,1.1852554082870483,1.3107001781463623
2020-08-18,1.1876484155654907,1.310787796974182
2020-08-19,1.1947859525680542,1.325398564338684
2020-08-20,1.1843500137329102,1.311079978942871
2020-08-21,1.1873664855957031,1.3220343589782717
2020-08-24,1.1798018217086792,1.309414625167847
2020-08-25,1.1794538497924805,1.307138204574585
2020-08-26,1.183501958847046,1.3152183294296265
2020-08-27,1.1842728853225708,1.3219819068908691
2020-08-28,1.1819632053375244,1.3199577331542969
2020-08-31,1.1918240785598757,1.3356484174728394
2020-09-01,1.193901538848877,1.3364516496658323
2020-09-02,1.1923214197158811,1.339943766593933
2020-09-03,1.184735894203186,1.335131287574768
2020-09-04,1.1839784383773804,1.3262248039245603
2020-09-07,1.183445930480957,1.3245735168457031
2020-09-08,1.182172775268555,1.3162224292755127
2020-09-09,1.177024483680725,1.2968486547470093
2020-09-10,1.1806375980377195,1.2999167442321775
2020-09-11,1.1824384927749634,1.2808295488357544
2020-09-14,1.1842728853225708,1.2806557416915894
2020-09-15,1.187000036239624,1.2849671840667725
2020-09-16,1.1844412088394165,1.2884771823883057
2020-09-17,1.1803449392318726,1.2959998846054075
2020-09-18,1.1848200559616089,1.297555446624756
2020-09-21,1.1845533847808838,1.2932761907577517
2020-09-22,1.176800012588501,1.2820513248443604
2020-09-23,1.1708368062973022,1.2744048833847046
2020-09-24,1.1658544540405271,1.2717468738555908
2020-09-25,1.1673243045806885,1.2757054567337036
2020-09-28,1.1635348796844482,1.2766826152801514
2020-09-29,1.167883276939392,1.2873492240905762
2020-09-30,1.1742050647735596,1.2866535186767578
2020-10-01,1.1726078987121582,1.2917560338974
2020-10-02,1.1744946241378784,1.2886265516281128
2020-10-05,1.1720443964004517,1.2931090593338013
2020-10-06,1.1792453527450562,1.2992581129074097
2020-10-07,1.1737639904022217,1.2883278131484983
2020-10-08,1.176747441291809,1.2917560338974
2020-10-09,1.1767003536224363,1.29404616355896
2020-10-12,1.181683897972107,1.3031693696975708
2020-10-13,1.1816140413284302,1.3065747022628784
2020-10-14,1.1742188930511477,1.2935272455215454
2020-10-15,1.1743981838226318,1.301236271858215
2020-10-16,1.1707134246826172,1.2902060747146606
2020-10-19,1.171550154685974,1.292774677276611
2020-10-20,1.176885962486267,1.2948671579360962
2020-10-21,1.1829839944839478,1.2954038381576538
2020-10-22,1.1853959560394287,1.3131976127624512
2020-10-23,1.1815024614334106,1.307805061340332
2020-10-26,1.184848070144653,1.3054660558700562
2020-10-27,1.180944323539734,1.301574945449829
2020-10-28,1.1784114837646484,1.303186297416687
2020-10-29,1.1748672723770142,1.2989881038665771
2020-10-30,1.1678695678710938,1.2931926250457764
2020-11-02,1.1642121076583862,1.2926744222640991
2020-11-03,1.1642799377441406,1.2923903465270996
2020-11-04,1.176221489906311,1.3121638298034668
2020-11-05,1.17326819896698,1.2966804504394531
2020-11-06,1.1817537546157837,1.3139395713806152
2020-11-09,1.1893010139465332,1.318061351776123
2020-11-10,1.182732105255127,1.3169677257537842
2020-11-11,1.1818794012069702,1.3261544704437256
2020-11-12,1.1780297756195068,1.3224189281463623
2020-11-13,1.1803393363952637,1.3121638298034668
2020-11-16,1.1845253705978394,1.3220518827438354
2020-11-17,1.1859441995620728,1.322209119796753
2020-11-18,1.186366319656372,1.3259083032608032
2020-11-19,1.1847639083862305,1.325644612312317
2020-11-20,1.1866477727890017,1.3249244689941406
2020-11-23,1.1866477727890017,1.3305126428604126
2020-11-24,1.1842728853225708,1.332906723022461
2020-11-25,1.1900511980056765,1.3363267183303833
2020-11-26,1.1920002698898315,1.3385447263717651
2020-11-27,1.191599726676941,1.3354523181915283
2020-11-30,1.1971460580825806,1.333191156387329
2020-12-01,1.193816065788269,1.3336889743804932
2020-12-02,1.2074378728866575,1.3422638177871704
2020-12-03,1.2114603519439695,1.3370771408081057
2020-12-04,1.2145650386810305,1.345496654510498
2020-12-07,1.212135910987854,1.3417415618896484
2020-12-08,1.2113136053085327,1.3357375860214231
2020-12-09,1.2110936641693115,1.3365589380264282
2020-12-10,1.207875370979309,1.3367018699645996
2020-12-11,1.2144293785095217,1.3305658102035522
2020-12-14,1.213340401649475,1.3318239450454712
2020-12-15,1.214889645576477,1.3330844640731812
2020-12-16,1.2154301404953003,1.3444474935531616
2020-12-17,1.2199585437774658,1.3502929210662842
2020-12-18,1.226271629333496,1.3570178747177124
2020-12-21,1.221612811088562,1.3401951789855957
2020-12-22,1.223690629005432,1.3449536561965942
2020-12-23,1.2186651229858398,1.339943766593933
2020-12-24,1.2191405296325684,1.350530028343201
2020-12-25,1.2184720039367676,1.3552008867263794
2020-12-28,1.2205095291137695,1.3572388887405396
2020-12-29,1.2223445177078247,1.3466018438339231
2020-12-30,1.225295066833496,1.3499903678894043
2020-12-31,1.2299896478652954,1.36306631565094
2021-01-01,1.218026876449585,1.3673007488250732
2021-01-04,1.2250697612762451,1.3684196472167969
2021-01-05,1.2251598834991455,1.3571596145629885
2021-01-06,1.230027437210083,1.3629549741744995
2021-01-07,1.2341108322143557,1.3625277280807495
2021-01-08,1.227144479751587,1.3569625616073608
2021-01-11,1.218620538711548,1.3516253232955933
2021-01-12,1.2160701751708984,1.3524113893508911
2021-01-13,1.220889449119568,1.3670539855957031
2021-01-14,1.2162491083145142,1.364926815032959
2021-01-15,1.2151259183883667,1.3683634996414185
2021-01-18,1.2068113088607788,1.357533574104309
2021-01-19,1.207729458808899,1.3581236600875854
2021-01-20,1.213886857032776,1.3644241094589231
2021-01-21,1.2115631103515625,1.3668484687805176
2021-01-22,1.2166293859481812,1.3729474544525146
2021-01-25,1.216944694519043,1.3688204288482666
2021-01-26,1.214624047279358,1.3678992986679075
2021-01-27,1.216299295425415,1.374154806137085
2021-01-28,1.2105072736740112,1.3669419288635254
2021-01-29,1.2120037078857422,1.3725008964538574
2021-02-01,1.2123857736587524,1.3697690963745115
2021-02-02,1.2068694829940796,1.3678767681121826
2021-02-03,1.203905463218689,1.3659336566925049
2021-02-04,1.2042388916015625,1.364908218383789
2021-02-05,1.1966731548309326,1.3676148653030396
2021-02-08,1.2048773765563965,1.373871684074402
2021-02-09,1.2053595781326294,1.374570369720459
2021-02-10,1.2119992971420288,1.3817994594573977
2021-02-11,1.2121212482452393,1.3832597732543943
2021-02-12,1.2131506204605105,1.381024718284607
2021-02-15,1.2122093439102173,1.3871549367904663
2021-02-16,1.2132196426391602,1.3914785385131836
2021-02-17,1.2092483043670654,1.388811707496643
2021-02-18,1.2048004865646362,1.3866355419158936
2021-02-19,1.209189772605896,1.3967455625534058
2021-02-22,1.2126356363296509,1.403114914894104
2021-02-23,1.2166796922683716,1.4071228504180908
2021-02-24,1.215214490890503,1.412030577659607
2021-02-25,1.2171372175216677,1.4148274660110474
2021-02-26,1.2160420417785645,1.40081524848938
2021-03-01,1.208956003189087,1.397252917289734
2021-03-02,1.2051095962524414,1.392951726913452
2021-03-03,1.208546757698059,1.3954981565475464
2021-03-04,1.2050660848617554,1.3926994800567627
2021-03-05,1.1967735290527344,1.3894098997116089
2021-03-08,1.1925631761550903,1.385367751121521
2021-03-09,1.185171127319336,1.3823610544204712
2021-03-10,1.1897906064987185,1.389043211936951
2021-03-11,1.1926058530807495,1.3931456804275513
2021-03-12,1.1986095905303955,1.3989927768707275
2021-03-15,1.1950000524520874,1.392951726913452
2021-03-16,1.1925773620605469,1.3899120092391968
2021-03-17,1.190164566040039,1.3902212381362915
2021-03-18,1.1982792615890503,1.3975849151611328
2021-03-19,1.1918240785598757,1.3925055265426636
2021-03-22,1.1883116960525513,1.3832597732543943
2021-03-23,1.193303108215332,1.3862512111663818
2021-03-24,1.1840205192565918,1.373041749000549
2021-03-25,1.1813069581985474,1.3688879013061523
2021-03-26,1.1776621341705322,1.374910593032837
2021-03-29,1.1788004636764526,1.3791011571884155
2021-03-30,1.177100658416748,1.3775053024291992
2021-03-31,1.1723604202270508,1.3746649026870728
2021-04-01,1.1728830337524414,1.3786258697509766
2021-04-02,1.177994966506958,1.383508563041687
2021-04-05,1.176816701889038,1.383125901222229
2021-04-06,1.1818934679031372,1.3914011716842651
2021-04-07,1.1874228715896606,1.383125901222229
2021-04-08,1.1873664855957031,1.3743815422058103
2021-04-09,1.1915684938430786,1.373437762260437
2021-04-12,1.1900511980056765,1.3712154626846311
2021-04-13,1.1914690732955933,1.3753834962844849
2021-04-14,1.1954143047332764,1.3759700059890747
2021-04-15,1.1986095905303955,1.3779228925704956
2021-04-16,1.1971746683120728,1.3785498142242432
2021-04-19,1.1969454288482666,1.3818453550338743
2021-04-20,1.204529047012329,1.3993842601776123
2021-04-21,1.2032392024993896,1.3938837051391602
2021-04-22,1.2037750482559204,1.3931845426559448
2021-04-23,1.2014753818511963,1.3840255737304688
2021-04-26,1.2089852094650269,1.3866355419158936
2021-04-27,1.2081671953201294,1.3895643949508667
2021-04-28,1.2090305089950562,1.390356421470642
2021-04-29,1.213592290878296,1.395673394203186
2021-04-30,1.2127091884613037,1.3952839374542236
2021-05-03,1.2027760744094849,1.3819791078567505
2021-05-04,1.2061271667480469,1.3903758525848389
2021-05-05,1.2015043497085571,1.388811707496643
2021-05-06,1.2007973194122314,1.3909753561019895
2021-05-07,1.2068549394607544,1.389854073524475
2021-05-10,1.2171076536178589,1.4041197299957275
2021-05-11,1.2140932083129885,1.413127899169922
2021-05-12,1.2144500017166138,1.4138271808624268
2021-05-13,1.2078505754470823,1.4063708782196045
2021-05-14,1.207729458808899,1.4050863981246948
2021-05-17,1.2150373458862305,1.4101786613464355
2021-05-18,1.215687274932861,1.4148674011230469
2021-05-19,1.2223997116088867,1.41880202293396
2021-05-20,1.217285394668579,1.4106162786483765
2021-05-21,1.222538709640503,1.4185603857040403
2021-05-24,1.2183235883712769,1.4142870903015137
2021-05-25,1.2214635610580444,1.415608525276184
2021-05-26,1.2249093055725098,1.4143872261047363
2021-05-27,1.21925950050354,1.4116119146347046
2021-05-28,1.2193188667297363,1.4203739166259766
2021-05-31,1.2190067768096924,1.4180374145507812
2021-06-01,1.223286509513855,1.422677516937256
2021-06-02,1.2217769622802734,1.4157087802886963
2021-06-03,1.220986247062683,1.4171934127807615
2021-06-04,1.213300704956055,1.4109944105148315
2021-06-07,1.2168411016464231,1.4164307117462158
2021-06-08,1.2193634510040283,1.41765558719635
2021-06-09,1.217285394668579,1.414987564086914
2021-06-10,1.218200445175171,1.4112334251403809
2021-06-11,1.2172558307647705,1.4170126914978027
2021-06-14,1.2110203504562378,1.411930799484253
2021-06-15,1.212224006652832,1.4109944105148315
2021-06-16,1.2127091884613037,1.4081531763076782
2021-06-17,1.1995586156845093,1.3990709781646729
2021-06-18,1.1913414001464844,1.3938642740249634
2021-06-21,1.1873664855957031,1.381711721420288
2021-06-22,1.1912561655044556,1.392540454864502
2021-06-23,1.1936734914779663,1.3949919939041138
2021-06-24,1.193317413330078,1.3967455625534058
2021-06-25,1.1930327415466309,1.3916915655136108
2021-06-28,1.1942152976989746,1.389506459236145
2021-06-29,1.1928904056549072,1.387905836105347
2021-06-30,1.1901928186416626,1.3842746019363403
2021-07-01,1.1856770515441897,1.3829153776168823
2021-07-02,1.1846235990524292,1.3759511709213257
2021-07-05,1.1856207847595217,1.383125901222229
2021-07-06,1.186380386352539,1.3856172561645508
2021-07-07,1.1824523210525513,1.3805670738220217
2021-07-08,1.17933988571167,1.3801099061965942
2021-07-09,1.184800386428833,1.3790820837020874
2021-07-12,1.187295913696289,1.3899506330490112
2021-07-13,1.186521053314209,1.3886960744857788
2021-07-14,1.1775373220443726,1.3806052207946775
2021-07-15,1.1833338737487793,1.385809302330017
2021-07-16,1.1811814308166504,1.3829728364944458
2021-07-19,1.1814005374908447,1.376386642456055
2021-07-20,1.1793843507766724,1.3669979572296145
2021-07-21,1.1784114837646484,1.3633265495300293
2021-07-22,1.179273009300232,1.3714035749435425
2021-07-23,1.177273869514465,1.377389669418335
2021-07-26,1.177343249320984,1.3757808208465576
2021-07-27,1.1807769536972046,1.3829153776168823
2021-07-28,1.1823126077651978,1.3882719278335571
2021-07-29,1.1845955848693848,1.3906852006912231
2021-07-30,1.189299702644348,1.3964334726333618
2021-08-02,1.186704158782959,1.3896223306655884
2021-08-03,1.1874650716781616,1.389274835586548
2021-08-04,1.1869436502456665,1.391788363456726
2021-08-05,1.1837401390075684,1.389043211936951
2021-08-06,1.1835720539093018,1.3927576541900637
2021-08-09,1.1749500036239624,1.3868471384048462
2021-08-10,1.17384672164917,1.384907364845276
2021-08-11,1.172333002090454,1.3836042881011963
2021-08-12,1.1741899251937866,1.386693239212036
2021-08-13,1.173626184463501,1.3811582326889038
2021-08-16,1.179467797279358,1.3863856792449951
2021-08-17,1.177994966506958,1.3842746019363403
2021-08-18,1.1709738969802856,1.3740416765213013
2021-08-19,1.1703298091888428,1.3743815422058103
2021-08-20,1.1676595211029053,1.36308491230011
2021-08-23,1.1697548627853394,1.3625277280807495
2021-08-24,1.1744533777236938,1.37247633934021
2021-08-25,1.175309181213379,1.3725517988204956
2021-08-26,1.177440166473389,1.3766520023345947
2021-08-27,1.1756407022476196,1.3702384233474731
2021-08-30,1.1799006462097168,1.3762996196746826
2021-08-31,1.1796904802322388,1.376045823097229
2021-09-01,1.1810280084609983,1.3753398656845093
2021-09-02,1.1840906143188477,1.3771638870239258
2021-09-03,1.1876484155654907,1.383680820465088
2021-09-06,1.1885942220687866,1.3859245777130127
2021-09-07,1.187507390975952,1.3839489221572876
2021-09-08,1.184356927871704,1.3779798746109009
2021-09-09,1.1819101572036743,1.3767657279968262
2021-09-10,1.182592272758484,1.3839681148529053
2021-09-13,1.1811953783035278,1.3840830326080322
2021-09-14,1.1811953783035278,1.3838149309158323
2021-09-15,1.180498123168945,1.381024718284607
2021-09-16,1.1819995641708374,1.3848881721496582
2021-09-17,1.176747441291809,1.3797005414962769
2021-09-20,1.1729930639266968,1.3729662895202637
2021-09-21,1.1730204820632937,1.366269588470459
2021-09-22,1.17229163646698,1.3657469749450684
2021-09-23,1.168770432472229,1.3617113828659058
2021-09-24,1.1740258932113647,1.3722503185272217
2021-09-27,1.172305464744568,1.3669044971466064
2021-09-28,1.1696795225143433,1.3701633214950562
2021-09-29,1.1686338186264038,1.354224443435669
2021-09-30,1.1601601839065552,1.3426424264907837
2021-10-01,1.1574475765228271,1.346982717514038
2021-10-04,1.160725712776184,1.3570915460586548
2021-10-05,1.1618449687957764,1.3607479333877563
2021-10-06,1.1596084833145142,1.3627691268920898
2021-10-07,1.1555349826812744,1.3592127561569214
2021-10-08,1.1559758186340332,1.3620266914367676
2021-10-11,1.1566041707992554,1.361655831336975
2021-10-12,1.1553747653961182,1.3590649366378784
2021-10-13,1.15340256690979,1.3578838109970093
2021-10-14,1.1599582433700562,1.366923213005066
2021-10-15,1.159151554107666,1.3668859004974363
2021-10-18,1.1597026586532593,1.376159429550171
2021-10-19,1.161386251449585,1.373645305633545
2021-10-20,1.1631964445114136,1.3793197870254517
2021-10-21,1.1655012369155884,1.3822999000549316
2021-10-22,1.1625338792800903,1.379120111465454
2021-10-25,1.164008855819702,1.3762730360031128
2021-10-26,1.161170482635498,1.37644362449646
2021-10-27,1.159823656082153,1.3766140937805176
2021-10-28,1.1600120067596436,1.3732868432998655
2021-10-29,1.1683608293533323,1.380071759223938
2021-11-01,1.1556684970855713,1.36832594871521
2021-11-02,1.1599582433700562,1.365541934967041
2021-11-03,1.1579434871673584,1.3617392778396606
2021-11-04,1.1615750789642334,1.3694878816604614
2021-11-05,1.1555349826812744,1.3508602380752563
2021-11-08,1.1568851470947266,1.349127173423767
2021-11-09,1.159151554107666,1.3564507961273191
2021-11-10,1.1595547199249268,1.3560001850128174
2021-11-11,1.148593544960022,1.3412736654281616
2021-11-12,1.145081877708435,1.3366482257843018
2021-11-15,1.144164800643921,1.341705560684204
2021-11-16,1.1366478204727173,1.3408420085906982
2021-11-17,1.1321182250976562,1.3424620628356934
2021-11-18,1.1321182250976562,1.34916353225708
2021-11-19,1.1368415355682373,1.3499648571014404
2021-11-22,1.1275737285614014,1.3434540033340454
2021-11-23,1.12421452999115,1.3397642374038696
2021-11-24,1.124492645263672,1.337595820426941
2021-11-25,1.1202975511550903,1.333066701889038
2021-11-26,1.1209630966186523,1.331416130065918
2021-11-29,1.1293182373046875,1.334098219871521
2021-11-30,1.1293437480926514,1.3315047025680542
2021-12-01,1.1330289840698242,1.3295927047729492
2021-12-02,1.1319515705108645,1.3280000686645508
2021-12-03,1.1306205987930298,1.3299994468688965
2021-12-06,1.13047993183136,1.3237318992614746
2021-12-07,1.128668189048767,1.326435923576355
2021-12-08,1.127650022506714,1.3246086835861206
2021-12-09,1.1345586776733398,1.3210039138793943
2021-12-10,1.1293309926986694,1.3224014043807983
2021-12-13,1.131183385848999,1.3257148265838623
2021-12-14,1.1285407543182373,1.3213530778884888
2021-12-15,1.1261261701583862,1.323050618171692
2021-12-16,1.1290758848190308,1.3263126611709597
2021-12-17,1.1334141492843628,1.3323739767074585
2021-12-20,1.124353528022766,1.3229438066482544
2021-12-21,1.127751708030701,1.3210004568099976
2021-12-22,1.128757357597351,1.3269639015197754
2021-12-23,1.1328877210617063,1.3352025747299194
2021-12-24,1.132733702659607,1.3406623601913452
2021-12-27,1.1324259042739868,1.3404303789138794
2021-12-28,1.1330032348632812,1.344266653060913
2021-12-29,1.1314777135849,1.3433277606964111
2021-12-30,1.1360150575637815,1.349879264831543
2021-12-31,1.132502794265747,1.349837303161621
2022-01-03,1.1373459100723269,1.3522284030914309
2022-01-04,1.1302244663238523,1.3483266830444336
2022-01-05,1.1283625364303589,1.353143334388733
2022-01-06,1.1313496828079224,1.3555645942687988
2022-01-07,1.1296881437301636,1.353363037109375
2022-01-10,1.1353960037231443,1.3592311143875122
2022-01-11,1.1330417394638062,1.3580313920974731
2022-01-12,1.1366478204727173,1.3633265495300293
2022-01-13,1.144164800643921,1.3709993362426758
2022-01-14,1.1457115411758425,1.3713659048080444
2022-01-17,1.1410704851150513,1.367353081703186
2022-01-18,1.1410574913024902,1.364800214767456
2022-01-19,1.1329647302627563,1.3600261211395264
2022-01-20,1.1343399286270142,1.360858917236328
2022-01-21,1.1313753128051758,1.359767198562622
2022-01-24,1.1341469287872314,1.3555830717086792
2022-01-25,1.132413029670715,1.3489269018173218
2022-01-26,1.130454421043396,1.3510775566101074
2022-01-27,1.124353528022766,1.3468012809753418
2022-01-28,1.1147029399871826,1.3388315439224243
2022-01-31,1.1152374744415283,1.3403388261795044
2022-02-01,1.12296462059021,1.3445378541946411
2022-02-02,1.1273956298828125,1.352539300918579
2022-02-03,1.1299946308135986,1.3565024137496948
2022-02-04,1.14357590675354,1.359841227531433
2022-02-07,1.145514726638794,1.3533447980880735
2022-02-08,1.1442956924438477,1.353780746459961
2022-02-09,1.142126202583313,1.3547565937042236
2022-02-10,1.142152190208435,1.3533265590667725
2022-02-11,1.1415525674819946,1.3551788330078125
2022-02-14,1.1365057229995728,1.3569625616073608
2022-02-15,1.1306334733963013,1.3532898426055908
2022-02-16,1.1356796026229858,1.3541145324707031
2022-02-17,1.1375269889831543,1.3584926128387451
2022-02-18,1.1366478204727173,1.3618782758712769
2022-02-21,1.131721019744873,1.359342098236084
2022-02-22,1.1309658288955688,1.3596007823944092
2022-02-23,1.13291335105896,1.3589357137680054
2022-02-24,1.1305694580078125,1.3545730113983154
2022-02-25,1.11906898021698,1.337327480316162
2022-02-28,1.118105411529541,1.337327480316162
2022-03-01,1.1215918064117432,1.3422818183898926
2022-03-02,1.1132758855819702,1.3335111141204834
2022-03-03,1.1112345457077026,1.33969247341156
2022-03-04,1.1066844463348389,1.3350956439971924
2022-03-07,1.087453007698059,1.3212482929229736
2022-03-08,1.0865312814712524,1.311229586601257
2022-03-09,1.0898232460021973,1.3099292516708374
